,Time  [ms].9,Battery Power* [uW],Time  [ms].13,Description
11,1118,809018,1071,startFetch()
12,1224,1656789,1118,startFetch()
13,1322,878221,1204,endFetch()
14,1423,665258,1224,endFetch()
15,1524,556771,1322,endFetch()
16,1626,730138,1423,endFetch()
17,1725,373251,1524,endFetch()
18,1829,1169781,1626,endFetch()
19,1925,1870516,1724,endFetch()
20,2027,1470024,1821,startFetch()
21,2130,1428130,1829,startFetch()
22,2226,1208110,1922,endFetch()
23,2325,933151,1925,endFetch()
24,2429,670745,2027,endFetch()
25,2530,650905,2130,endFetch()
26,2630,653385,2226,endFetch()
27,2730,655865,2325,endFetch()
28,2831,571649,2429,endFetch()
29,2931,571649,2530,endFetch()
30,3031,659217,2630,endFetch()
31,3136,786115,2730,endFetch()
32,3232,1292297,2831,endFetch()
33,3332,1050232,2931,endFetch()
34,3437,698129,3030,endFetch()
35,3536,772455,3134,endFetch()
36,3637,693169,3232,endFetch()
37,3740,1273784,3332,endFetch()
38,3840,1636517,3437,endFetch()
39,3938,1591877,3536,endFetch()
40,4039,1604276,3637,endFetch()
41,4144,1281499,3740,endFetch()
42,4244,388131,3839,endFetch()
43,4347,355891,3937,endFetch()
44,4443,373251,4039,endFetch()
45,4539,390611,4144,endFetch()
46,4639,375731,4244,endFetch()
47,4754,457593,4347,endFetch()
48,4844,550291,4443,endFetch()
49,4947,316211,4539,endFetch()
50,5047,669094,4639,endFetch()
51,5151,654214,4752,endFetch()
52,5246,854704,4843,endFetch()
53,5389,1015299,4947,endFetch()
54,5450,1179628,5047,endFetch()
55,5551,833641,5151,endFetch()
56,5653,433155,5246,endFetch()
57,5753,420371,5346,endFetch()
58,5854,368291,5450,endFetch()
59,5951,522118,5551,endFetch()
60,6054,355891,5653,endFetch()
61,6161,427811,5753,endFetch()
62,6255,567504,5853,endFetch()
63,6352,560521,5951,endFetch()
64,6456,591942,6054,endFetch()
65,6557,595433,6161,endFetch()
66,6657,1230417,6254,endFetch()
67,6757,1258347,6352,endFetch()
68,6859,844251,6456,endFetch()
69,6957,777918,6557,endFetch()
70,7057,662708,6656,endFetch()
71,7161,652234,6757,endFetch()
72,7268,680769,6859,endFetch()
73,7366,1339703,6956,endFetch()
74,7467,784900,7057,endFetch()
75,7574,618768,7160,endFetch()
76,7669,783688,7268,endFetch()
77,7770,788648,7366,endFetch()
78,7871,1150996,7466,endFetch()
79,7976,1153476,7574,endFetch()
80,8068,1549874,7669,endFetch()
81,8171,1188314,7769,endFetch()
82,8273,1193156,7871,endFetch()
83,8371,1381635,7976,endFetch()
84,8472,1226717,8068,endFetch()
85,8573,1237191,8171,endFetch()
86,8674,1150995,8273,endFetch()
87,8778,1512996,8371,endFetch()
88,8873,2100579,8472,endFetch()
89,8977,2503535,8572,endFetch()
90,9074,2091098,8674,endFetch()
91,9174,2565164,8778,endFetch()
92,9293,2422944,8873,endFetch()
93,9375,2031532,8976,endFetch()
94,9477,1351607,9074,endFetch()
95,9580,1184465,9174,endFetch()
96,9677,1284636,9281,endFetch()
97,9779,1187521,9375,endFetch()
98,9882,1258865,9477,endFetch()
99,9986,1316695,9580,endFetch()
100,10081,1271310,9677,endFetch()
101,10181,820763,9779,endFetch()
102,10293,974376,9882,endFetch()
103,10380,1100572,9986,endFetch()
104,10483,876622,10080,endFetch()
105,10584,780485,10181,endFetch()
106,10684,922008,10289,endFetch()
107,10789,1051183,10380,endFetch()
108,10884,803048,10482,endFetch()
109,10986,572628,10583,endFetch()
110,11096,585272,10684,endFetch()
111,11139,966285,10789,endFetch()
112,11236,727699,10884,endFetch()
113,11337,788234,10986,endFetch()
114,11440,599325,11096,endFetch()
115,11538,677150,11138,endFetch()
116,11641,666676,11236,endFetch()
117,11740,695211,11337,endFetch()
118,11841,660490,11439,endFetch()
119,11941,670411,11538,endFetch()
120,12039,708571,11641,endFetch()
121,12143,635691,11740,endFetch()
122,12243,978110,11841,endFetch()
123,12343,943057,11941,endFetch()
124,12444,863697,12039,endFetch()
125,12542,969105,12143,endFetch()
126,12647,365373,12243,endFetch()
127,12746,419933,12342,endFetch()
128,12847,402572,12444,endFetch()
129,12944,417859,12542,endFetch()
130,13048,377773,12647,endFetch()
131,13146,421986,12746,endFetch()
132,13246,477845,12847,endFetch()
133,13346,825576,12944,endFetch()
134,13456,795890,13047,endFetch()
135,13549,860488,13146,endFetch()
136,13652,752622,13246,endFetch()
137,13753,701989,13345,endFetch()
138,13854,661924,13456,endFetch()
139,13954,770971,13549,endFetch()
140,14054,731749,13652,endFetch()
141,14157,686724,13753,endFetch()
142,14255,1000136,13854,endFetch()
143,14359,801138,13954,endFetch()
144,14453,524904,14054,endFetch()
145,14553,587746,14156,endFetch()
146,14654,577634,14255,endFetch()
147,14756,506415,14359,endFetch()
148,14856,585774,14453,endFetch()
149,14958,551055,14553,endFetch()
150,15058,533695,14654,endFetch()
151,15157,556325,14756,endFetch()
152,15259,508895,14856,endFetch()
153,15354,556325,14958,endFetch()
154,15459,481615,15058,endFetch()
155,15555,714418,15156,endFetch()
156,15656,627138,15258,endFetch()
157,15756,662050,15354,endFetch()
158,15859,600751,15458,endFetch()
159,15960,600751,15555,endFetch()
160,16061,595791,15655,endFetch()
161,16162,600751,15756,endFetch()
162,16263,595791,15859,endFetch()
163,16359,833119,15960,endFetch()
164,16462,660271,16061,endFetch()
165,16561,680111,16162,endFetch()
166,16662,689980,16263,endFetch()
167,16761,888897,16359,endFetch()
168,16861,913336,16462,endFetch()
169,16962,902862,16561,endFetch()
170,17062,913336,16662,endFetch()
171,17163,941265,16761,endFetch()
172,17263,1150738,16861,endFetch()
173,17363,1035528,16962,endFetch()
174,17467,939848,17062,endFetch()
175,17564,892388,17163,endFetch()
176,17666,885288,17262,endFetch()
177,17771,388505,17363,endFetch()
178,17871,343866,17467,endFetch()
179,17968,408656,17564,endFetch()
180,18072,383546,17666,endFetch()
181,18171,327709,17770,endFetch()
182,18272,774758,17871,endFetch()
183,18369,911129,17968,endFetch()
184,18476,685286,18072,endFetch()
185,18571,779526,18171,endFetch()
186,18670,690246,18272,endFetch()
187,18773,371146,18369,endFetch()
188,18875,338906,18476,endFetch()
189,18973,433145,18570,endFetch()
190,19075,390986,18670,endFetch()
191,19173,431603,18772,endFetch()
192,19277,361226,18875,endFetch()
193,19378,490186,18973,endFetch()
194,19473,390986,19075,endFetch()
195,19579,709075,19173,endFetch()
196,19677,689308,19276,endFetch()
197,19780,691789,19378,endFetch()
198,19880,696749,19473,endFetch()
199,19979,769171,19579,endFetch()
200,20078,758698,19677,endFetch()
201,20178,866925,19780,endFetch()
202,20280,660944,19880,endFetch()
203,20380,884381,19978,endFetch()
204,20481,686828,20078,endFetch()
205,20584,686829,20178,endFetch()
206,20681,656323,20279,endFetch()
207,20785,670074,20379,endFetch()
208,20882,910930,20481,endFetch()
209,20987,781733,20584,endFetch()
210,21084,862053,20681,endFetch()
211,21186,779253,20785,endFetch()
212,21290,836293,20882,endFetch()
213,21387,866053,20987,endFetch()
214,21487,786692,21083,endFetch()
215,21588,809013,21186,endFetch()
216,21687,827141,21289,endFetch()
217,21790,786693,21386,endFetch()
218,21887,855070,21487,endFetch()
219,21991,751237,21587,endFetch()
220,22094,800837,21686,endFetch()
221,22193,636896,21790,endFetch()
222,22308,674097,21887,endFetch()
223,22390,894907,21990,endFetch()
224,22496,617056,22093,endFetch()
225,22594,709873,22193,endFetch()
226,22697,654013,22298,endFetch()
227,22796,622593,22390,endFetch()
228,22896,657505,22496,endFetch()
229,23000,849521,22594,endFetch()
230,23103,629575,22697,endFetch()
231,23202,699399,22795,endFetch()
232,23306,685434,22895,endFetch()
233,23401,744785,23000,endFetch()
234,23503,626084,23103,endFetch()
235,23607,661697,23201,endFetch()
236,23705,728457,23304,endFetch()
237,23805,688371,23401,endFetch()
238,23908,703251,23503,endFetch()
239,24012,668531,23606,endFetch()
240,24108,688371,23704,endFetch()
241,24206,641177,23805,endFetch()
242,24308,707510,23908,endFetch()
243,24408,773843,24012,endFetch()
244,24509,672598,24108,endFetch()
245,24608,672598,24206,endFetch()
246,24714,679580,24307,endFetch()
247,24811,704019,24408,endFetch()
248,24909,711001,24508,endFetch()
249,25010,672598,24608,endFetch()
250,25115,704019,24713,endFetch()
251,25216,738931,24811,endFetch()
252,25315,815737,24909,endFetch()
253,25411,946385,25009,endFetch()
254,25511,897508,25115,endFetch()
255,25614,817188,25215,endFetch()
256,25721,914644,25315,endFetch()
257,25812,873907,25411,endFetch()
258,25917,704189,25511,endFetch()
259,26020,751309,25614,endFetch()
260,26117,753789,25721,endFetch()
261,26218,728989,25812,endFetch()
262,26320,835504,25917,endFetch()
263,26414,786627,26019,endFetch()
264,26519,669469,26116,endFetch()
265,26620,711629,26218,endFetch()
266,26720,711629,26319,endFetch()
267,26819,689308,26414,endFetch()
268,26921,689308,26519,endFetch()
269,27021,666989,26620,endFetch()
270,27119,691789,26720,endFetch()
271,27220,716589,26819,endFetch()
272,27321,856451,26921,endFetch()
273,27419,783136,27021,endFetch()
274,27519,751715,27119,endFetch()
275,27621,714108,27220,endFetch()
276,27721,664509,27321,endFetch()
277,27822,691789,27418,endFetch()
278,27923,686829,27519,endFetch()
279,28024,714109,27620,endFetch()
280,28123,751715,27721,endFetch()
281,28222,772662,27822,endFetch()
282,28335,769171,27923,endFetch()
283,28425,838995,28023,endFetch()
284,28522,995326,28123,endFetch()
285,28623,765628,28222,endFetch()
286,28724,720242,28335,endFetch()
287,28826,781401,28425,endFetch()
288,28928,968931,28521,endFetch()
289,29027,786361,28623,endFetch()
290,29126,769119,28723,endFetch()
291,29227,803721,28826,endFetch()
292,29283,949091,28928,endFetch()
293,29380,1107811,29027,endFetch()
294,29479,797049,29126,endFetch()
295,29578,765628,29227,endFetch()
296,29679,800540,29283,endFetch()
297,29783,831961,29379,endFetch()
298,29880,831961,29479,endFetch()
299,29986,831961,29578,endFetch()
300,30082,831961,29679,endFetch()
301,30180,765628,29783,endFetch()
302,30283,759081,29880,endFetch()
303,30382,936697,29985,endFetch()
304,30482,773961,30081,endFetch()
305,30583,852908,30180,endFetch()
306,30687,762764,30283,endFetch()
307,30787,771865,30382,endFetch()
308,30887,776825,30482,endFetch()
309,31000,814217,30583,endFetch()
310,31084,618128,30686,endFetch()
311,31188,364123,30787,endFetch()
312,31296,385630,30887,endFetch()
313,31385,578612,31000,endFetch()
314,31488,356724,31084,endFetch()
315,31586,398021,31188,endFetch()
316,31689,363790,31289,endFetch()
317,31788,424248,31384,endFetch()
318,31889,368728,31488,endFetch()
319,31989,398702,31586,endFetch()
320,32089,381342,31689,endFetch()
321,32190,409176,31788,endFetch()
322,32294,388952,31889,endFetch()
323,32390,563534,31989,endFetch()
324,32491,346430,32089,endFetch()
325,32591,985074,32190,endFetch()
326,32691,967906,32291,endFetch()
327,32792,985915,32390,endFetch()
328,32893,946043,32490,endFetch()
329,32992,976165,32591,endFetch()
330,33093,970408,32691,endFetch()
331,33194,357018,32792,endFetch()
332,33295,423287,32893,endFetch()
333,33391,549570,32992,endFetch()
334,33491,420395,33093,endFetch()
335,33592,612411,33194,endFetch()
336,33698,391047,33294,endFetch()
337,33793,392465,33391,endFetch()
338,33893,368027,33491,endFetch()
339,33994,388974,33592,endFetch()
340,34096,465781,33698,endFetch()
341,34199,950209,33793,endFetch()
342,34297,1575977,33893,endFetch()
343,34398,643832,33994,endFetch()
344,34502,611221,34096,endFetch()
345,34606,1759869,34199,endFetch()
346,34698,1547813,34297,endFetch()
347,34797,912564,34398,endFetch()
348,34900,652968,34501,endFetch()
349,35002,603345,34606,endFetch()
350,35101,635512,34698,endFetch()
351,35203,600600,34797,endFetch()
352,35309,626101,34899,endFetch()
353,35403,645986,35002,endFetch()
354,35508,576501,35101,endFetch()
355,35605,677406,35202,endFetch()
356,35708,299288,35309,endFetch()
357,35808,490219,35403,endFetch()
358,35911,319128,35508,endFetch()
359,36013,777440,35605,endFetch()
360,36117,863465,35708,endFetch()
361,36212,825062,35808,endFetch()
362,36323,874928,35911,endFetch()
363,36409,818080,36013,endFetch()
364,36510,790150,36117,endFetch()
365,36612,783168,36212,endFetch()
366,36710,1014926,36323,endFetch()
367,36809,835536,36409,endFetch()
368,36913,742720,36510,endFetch()
369,37011,846009,36612,endFetch()
370,37111,1031728,36709,endFetch()
371,37213,767520,36809,endFetch()
372,37321,892841,36913,endFetch()
373,37411,832045,37011,endFetch()
374,37519,847744,37111,endFetch()
375,37617,835536,37213,endFetch()
376,37716,757984,37321,endFetch()
377,37813,760080,37411,endFetch()
378,37920,760080,37519,endFetch()
379,38016,747680,37613,endFetch()
380,38116,765040,37716,endFetch()
381,38214,797133,37813,endFetch()
382,38315,887904,37920,endFetch()
383,38419,767520,38016,endFetch()
384,38521,747680,38116,endFetch()
385,38621,783168,38214,endFetch()
386,38721,731523,38315,endFetch()
387,38819,765978,38419,endFetch()
388,38920,827978,38521,endFetch()
389,39023,848320,38616,endFetch()
390,39124,806426,38720,endFetch()
391,39219,911162,38819,endFetch()
392,39320,925127,38920,endFetch()
393,39423,785817,39023,endFetch()
394,39521,844829,39124,endFetch()
395,39627,771514,39219,endFetch()
396,39725,940346,39320,endFetch()
397,39821,427377,39423,endFetch()
398,39928,252168,39521,endFetch()
399,40022,451816,39626,endFetch()
400,40125,402939,39725,endFetch()
401,40224,299288,39821,endFetch()
402,40324,563534,39928,endFetch()
403,40426,329624,40022,endFetch()
404,40529,331528,40125,endFetch()
405,40629,386088,40224,endFetch()
406,40730,326568,40324,endFetch()
407,40829,376094,40426,endFetch()
408,40928,324088,40529,endFetch()
409,41030,306728,40628,endFetch()
410,41129,434360,40729,endFetch()
411,41230,368728,40828,endFetch()
412,41329,521640,40928,endFetch()
413,41430,348888,41029,endFetch()
414,41531,378648,41129,endFetch()
415,41628,462289,41230,endFetch()
416,41731,351368,41329,endFetch()
417,41831,409921,41430,endFetch()
418,41930,472763,41531,endFetch()
419,42031,830842,41628,endFetch()
420,42133,830864,41731,endFetch()
421,42234,780858,41831,endFetch()
422,42333,998442,41929,endFetch()
423,42434,765978,42031,endFetch()
424,42532,773418,42132,endFetch()
425,42633,1043828,42234,endFetch()
426,42734,800698,42333,endFetch()
427,42835,823018,42434,endFetch()
428,42936,790778,42532,endFetch()
429,43036,795737,42632,endFetch()
430,43137,761018,42734,endFetch()
431,43237,768457,42835,endFetch()
432,43336,984477,42935,endFetch()
433,43440,855303,43036,endFetch()
434,43538,832938,43137,endFetch()
435,43638,371518,43237,endFetch()
436,43741,301768,43336,endFetch()
437,43842,329048,43440,endFetch()
438,43942,301768,43538,endFetch()
439,44042,329048,43637,endFetch()
440,44143,336488,43741,endFetch()
441,44244,321608,43841,endFetch()
442,44342,560043,43941,endFetch()
443,44446,362129,44042,endFetch()
444,44547,455307,44142,endFetch()
445,44645,408408,44244,endFetch()
446,44749,304248,44342,endFetch()
447,44849,279448,44445,endFetch()
448,44955,274488,44547,endFetch()
449,45045,413413,44645,endFetch()
450,45155,299288,44749,endFetch()
451,45252,375009,44849,endFetch()
452,45347,483237,44955,endFetch()
453,45457,388568,45045,endFetch()
454,45558,678744,45155,endFetch()
455,45661,348888,45251,endFetch()
456,45751,362491,45347,endFetch()
